rank,name_a,name_b,smi_a,smi_b,tox_pred,tox_unc,perm_pred,perm_unc,iri_pred,iri_unc,composite_score
3287,TERT-BUTYL ALCOHOL,TROLAMINE,CC(C)(C)O,OCCN(CCO)CCO,40.9096,1.291456232320709,35.598531999999935,0.8059978671534962,63.703568159451706,1.5657388158743295,0.49295725153495745
3288,PHENOXYETHANOL,TROLAMINE,OCCOc1ccccc1,OCCN(CCO)CCO,44.179066666666664,1.446149228506904,29.894347999999955,0.5373499737936116,52.3914352229437,0.7490995028415675,0.492869958970507
3289,DIETHANOLAMINE,VANILLIN,OCCNCCO,COc1cc(C=O)ccc1O,54.480399999999996,1.816699336709298,39.31023599999993,1.1371013619550328,55.7863852864358,0.9525707797717375,0.49282102430155134
3290,ASPARTAME,ETHYLENEDIAMINE,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,NCCN,58.6604,2.3772540499024877,41.226943999999904,1.6216508423899214,53.508569769841216,1.032386631056303,0.4928105952541588
3291,ACESULFAME,"N,N-DIMETHYLACETAMIDE",CC1=CC(=O)NS(=O)(=O)O1,CC(=O)N(C)C,49.51,2.564540785403889,41.3647559999999,1.206417067545047,62.400830047619,1.7510968598081322,0.4927599335542535
3292,ACETIC ANHYDRIDE,DEHYDROACETIC ACID,CC(=O)OC(C)=O,CC(=O)c1c(O)cc(C)oc1=O,54.282799999999995,1.9909170550276576,39.73725599999989,0.9911560482587877,55.501025492063455,2.1227859386918135,0.49268161922567294
3293,GLUCONIC ACID,PROPYL ALCOHOL,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CCCO,40.6034,1.9046048619070566,37.232571999999905,0.9080156277950242,65.86005507142858,1.663201577504444,0.4926742401014504
3294,GLUCONIC ACID,METHYLPYRROLIDONE,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CN1CCCC1=O,40.6034,2.628577409931083,38.22901199999997,1.0001143037873206,66.72853321428565,1.5631876497100454,0.49263270831506845
3295,AMMONIUM ACETATE,PROPYLENE CARBONATE,CC(=O)[O-].[NH4+],CC1COC(=O)O1,42.326,1.8127890555715527,41.178851999999914,0.9254444831841553,70.12864130952373,1.9863627247818791,0.49262775969741024
3296,"1,2,6-HEXANETRIOL",ACETONE,OCCCCC(O)CO,CC(C)=O,34.628,2.596966106825424,33.144103999999906,1.117612594059315,64.61049359523811,1.5498746732291477,0.4926275231565341
3297,ERYTHORBIC ACID,VALINE,O=C1O[C@H]([C@H](O)CO)C(O)=C1O,CC(C)[C@H](N)C(=O)O,48.534000000000006,2.49566240594445,38.51842399999992,1.5265922004988672,58.867529962481946,1.5665100688590752,0.49259977857636544
3298,ASCORBIC ACID,VALINE,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,CC(C)[C@H](N)C(=O)O,48.534000000000006,2.49566240594445,38.51842399999992,1.5265922004988672,58.867529962481946,1.5665100688590772,0.49259977857636544
3299,DIETHYLENE GLYCOL MONOETHYL ETHER,LEUCINE,CCOCCOCCO,CC(C)C[C@H](N)C(=O)O,62.016000000000005,1.9168317192701105,41.573696,1.0860075418522606,51.891966008657874,0.9026794217490203,0.49259007734551374
3300,ACESULFAME,PROPYLENE GLYCOL DIACETATE,CC1=CC(=O)NS(=O)(=O)O1,CC(=O)OCC(C)OC(C)=O,61.2164,1.1785261303848953,41.34142799999991,1.2969891471928243,51.969531936507835,1.7894181696449734,0.4925773167751722
3301,DIAZOLIDINYL UREA,TERT-BUTYL ALCOHOL,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,CC(C)(C)O,44.479800000000004,0.925495067517921,36.642579999999974,1.0722664695829964,61.89175877344876,1.671342323868992,0.49256686862673993
3302,ARGININE,METHYL ETHYL KETONE,NC(N)=NCCC[C@H](N)C(=O)O,CCC(C)=O,48.221799999999995,2.4849494803717844,42.95979599999986,1.2959420273700397,66.90574804761886,1.1013641558203802,0.4925584791406844
3303,CARAMEL,THREONINE,CC1CC(C)C(=O)C1=O,C[C@@H](O)[C@H](N)C(=O)O,47.3408,2.7854075464822046,45.58793999999991,1.218130334714634,71.59323004761886,1.2204424907748803,0.49255246693696664
3304,BUTYL ALCOHOL,DIMETHOXANE,CCCCO,CC(=O)OC1CC(C)OC(C)O1,58.705999999999996,2.174308313004391,43.30735599999993,1.1770155312484185,56.10142745887434,2.4056654062859595,0.49253757848416563
3305,CARAMEL,GLYCINE,CC1CC(C)C(=O)C1=O,NCC(=O)O,47.3408,2.221464541943244,44.97218399999988,0.8471464448795166,72.00813504761882,0.7751424912305516,0.49253196119702314
3306,AMMONIUM ACETATE,BENZOCAINE,CC(=O)[O-].[NH4+],CCOC(=O)c1ccc(N)cc1,61.377599999999994,1.2042949804761292,42.29741599999987,1.1597197683164435,53.97823050793652,1.2717478802499704,0.49246907455308564
3307,ACESULFAME,PROPYL GALLATE,CC1=CC(=O)NS(=O)(=O)O1,CCCOC(=O)c1cc(O)c(O)c(O)c1,62.928,1.4696307019111972,39.17342399999995,1.2549525431919615,46.69779968253958,1.7330973622371173,0.4924004550024377
